User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12210,
E,6,Sample X102,208192
E,7,Sample X103,209545
E,8,Sample X104,206340
E,9,Sample X105,208450
E,10,Sample X106,207056
E,11,Sample X107,214837
E,12,Sample X108,215248
E,13,Sample X109,208734
E,14,Sample X110,201558
E,15,Sample X111,206346
E,16,Sample X112,204173
E,17,Sample X113,205223
E,18,Sample X114,204246
E,19,Sample X115,204320
E,20,Sample X116,208641
E,21,Sample X117,205960
E,22,Sample X118,204564
E,23,Sample X119,51795
E,24,Sample X120,49050
F,1,Sample X121,207166
F,2,Sample X122,212020
F,3,Sample X123,224613
F,4,Sample X124,237666
F,5,Sample X125,209758
F,6,Sample X126,30003
F,7,Sample X127,205253
F,8,Sample X128,202422
F,9,Sample X129,203095
F,10,Sample X130,31421
F,11,Sample X131,210629
F,12,Sample X132,212463
F,13,Sample X133,199175
F,14,Sample X134,193510
F,15,Sample X135,198068
F,16,Sample X136,199307
F,17,Sample X137,198294
F,18,Sample X138,32482
F,19,Sample X139,198929
F,20,Sample X140,31921
F,21,Sample X141,202064
F,22,Sample X142,203417
F,23,Sample X143,72185
F,24,Sample X144,49678
G,1,Sample X145,208532
G,2,Sample X146,212183
G,3,Sample X147,215075
G,4,Sample X148,208099
G,5,Sample X149,208566
G,6,Sample X150,205618
G,7,Sample X151,207498
G,8,Sample X152,199717
G,9,Sample X153,207908
G,10,Sample X154,206298
G,11,Sample X155,201139
G,12,Sample X156,198428
G,13,Sample X157,199752
G,14,Sample X158,224811
G,15,Sample X159,199072
G,16,Sample X160,195604
G,17,Sample X161,197562
G,18,Sample X162,196658
G,19,Sample X163,199041
G,20,Sample X164,195555
G,21,Sample X165,200441
G,22,Sample X166,200610
G,23,Sample X167,27137
G,24,Sample X168,26956
H,1,Sample X169,207245
H,2,Sample X170,212490
H,3,Sample X171,211438
H,4,Sample X172,150219
H,5,Sample X173,204114
H,6,Sample X174,202396
H,7,Sample X175,200532
H,8,Sample X176,197638
H,9,Sample X177,204136
H,10,Sample X178,205964
H,11,Sample X179,193448
H,12,Sample X180,194480
H,13,Sample X181,180955
H,14,Sample X182,37076
H,15,Sample X183,193388
H,16,Sample X184,192910
H,17,Sample X185,191902
H,18,Sample X186,194253
H,19,Sample X187,193774
H,20,Sample X188,30856
H,21,Sample X189,198650
H,22,Sample X190,201354
H,23,Sample X191,26968
H,24,Sample X192,26968
I,1,Sample X193,207165
I,2,Sample X194,208460
I,3,Sample X195,213338
I,4,Sample X196,207593
I,5,Sample X197,205299
I,6,Sample X198,201969
I,7,Sample X199,199839
I,8,Sample X200,196117
I,9,Sample X201,198270
I,10,Sample X202,192996
I,11,Sample X203,199770
I,12,Sample X204,192883
I,13,Sample X205,174447
I,14,Sample X206,198292
I,15,Sample X207,194744
I,16,Sample X208,192832
I,17,Sample X209,196199
I,18,Sample X210,192567
I,19,Sample X211,196248
I,20,Sample X212,196663
I,21,Sample X213,207666
I,22,Sample X214,209020
I,23,Sample X215,27215
I,24,Sample X216,26896
J,1,Sample X217,206620
J,2,Sample X218,209396
J,3,Sample X219,208565
J,4,Sample X220,41728
J,5,Sample X221,203689
J,6,Sample X222,202818
J,7,Sample X223,199185
J,8,Sample X224,199270
J,9,Sample X225,195815
J,10,Sample X226,68074
J,11,Sample X227,191662
J,12,Sample X228,193576
J,13,Sample X229,193547
J,14,Sample X230,190464
J,15,Sample X231,191346
J,16,Sample X232,195314
J,17,Sample X233,208562
J,18,Sample X234,200415
J,19,Sample X235,194999
J,20,Sample X236,198012
J,21,Sample X237,209096
J,22,Sample X238,218567
J,23,Sample X239,26684
J,24,Sample X240,26873
K,1,Sample X241,204204
K,2,Sample X242,208641
K,3,Sample X243,216976
K,4,Sample X244,213539
K,5,Sample X245,195232
K,6,Sample X246,203080
K,7,Sample X247,205926
K,8,Sample X248,198898
K,9,Sample X249,200755
K,10,Sample X250,197752
K,11,Sample X251,197656
K,12,Sample X252,195445
K,13,Sample X253,196694
K,14,Sample X254,192685
K,15,Sample X255,201938
K,16,Sample X256,197154
K,17,Sample X257,202092
K,18,Sample X258,199102
K,19,Sample X259,202460
K,20,Sample X260,198720
K,21,Sample X261,204837
K,22,Sample X262,202206
K,23,Sample X263,26544
K,24,Sample X264,26338
L,1,Sample X265,204989
L,2,Sample X266,208836
L,3,Sample X267,215938
L,4,Sample X268,213829
L,5,Sample X269,205451
L,6,Sample X270,204634
L,7,Sample X271,203054
L,8,Sample X272,191995
L,9,Sample X273,202248
L,10,Sample X274,201048
L,11,Sample X275,199833
L,12,Sample X276,199396
L,13,Sample X277,198533
L,14,Sample X278,196759
L,15,Sample X279,202887
L,16,Sample X280,204085
L,17,Sample X281,166426
L,18,Sample X282,202452
L,19,Sample X283,199411
L,20,Sample X284,202890
L,21,Sample X285,202671
L,22,Sample X286,203288
L,23,Sample X287,26752
L,24,Sample X288,26641
M,1,Sample X289,207378
M,2,Sample X290,209635
M,3,Sample X291,223079
M,4,Sample X292,214478
M,5,Sample X293,212742
M,6,Sample X294,202247
M,7,Sample X295,202163
M,8,Sample X296,198286
M,9,Sample X297,205401
M,10,Sample X298,201320
M,11,Sample X299,207308
M,12,Sample X300,205518
M,13,Sample X301,207421
M,14,Sample X302,210082
M,15,Sample X303,201764
M,16,Sample X304,199762
M,17,Sample X305,199009
M,18,Sample X306,200824
M,19,Sample X307,207674
M,20,Sample X308,201517
M,21,Sample X309,202756
M,22,Sample X310,201927
M,23,Sample X311,27865
M,24,Sample X312,27697
N,1,Sample X313,204678
N,2,Sample X314,209834
N,3,Sample X315,215124
N,4,Sample X316,214798
N,5,Sample X317,207130
N,6,Sample X318,204990
N,7,Sample X319,201957
N,8,Sample X320,200979
N,9,Sample X321,204915
N,10,Sample X322,206496
N,11,Sample X323,208380
N,12,Sample X324,211538
N,13,Sample X325,212715
N,14,Sample X326,224470
N,15,Sample X327,204696
N,16,Sample X328,204672
N,17,Sample X329,200931
N,18,Sample X330,205126
N,19,Sample X331,205335
N,20,Sample X332,204929
N,21,Sample X333,204591
N,22,Sample X334,205950
N,23,Sample X335,197152
N,24,Sample X336,197247
O,1,Sample X337,209514
O,2,Sample X338,211970
O,3,Sample X339,210460
O,4,Sample X340,208282
O,5,Sample X341,211582
O,6,Sample X342,206493
O,7,Sample X343,209913
O,8,Sample X344,203431
O,9,Sample X345,207496
O,10,Sample X346,205414
O,11,Sample X347,209858
O,12,Sample X348,207811
O,13,Sample X349,214085
O,14,Sample X350,208958
O,15,Sample X351,210293
O,16,Sample X352,208228
O,17,Sample X353,207834
O,18,Sample X354,205212
O,19,Sample X355,212674
O,20,Sample X356,206174
O,21,Sample X357,208948
O,22,Sample X358,207092
O,23,Sample X359,208742
O,24,Sample X360,199442
P,1,Sample X361,199400
P,2,Sample X362,208396
P,3,Sample X363,205160
P,4,Sample X364,204845
P,5,Sample X365,203840
P,6,Sample X366,203218
P,7,Sample X367,203616
P,8,Sample X368,202812
P,9,Sample X369,201877
P,10,Sample X370,202798
P,11,Sample X371,206176
P,12,Sample X372,218031
P,13,Sample X373,205550
P,14,Sample X374,204990
P,15,Sample X375,202611
P,16,Sample X376,204805
P,17,Sample X377,200737
P,18,Sample X378,202554
P,19,Sample X379,204840
P,20,Sample X380,203155
P,21,Sample X381,202839
P,22,Sample X382,202814
P,23,Sample X383,198183
P,24,Sample X384,198641
