User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12202,
G,5,Sample X149,30309
G,6,Sample X150,134889
G,7,Sample X151,198271
G,8,Sample X152,193236
G,9,Sample X153,33936
G,10,Sample X154,33059
G,11,Sample X155,193712
G,12,Sample X156,127156
G,13,Sample X157,187708
G,14,Sample X158,215978
G,15,Sample X159,132074
G,16,Sample X160,78335
G,17,Sample X161,196021
G,18,Sample X162,196191
G,19,Sample X163,162897
G,20,Sample X164,198187
G,21,Sample X165,28800
G,22,Sample X166,199377
G,23,Sample X167,28047
G,24,Sample X168,27794
H,1,Sample X169,203464
H,2,Sample X170,212206
H,3,Sample X171,204752
H,4,Sample X172,204014
H,5,Sample X173,198739
H,6,Sample X174,137333
H,7,Sample X175,195429
H,8,Sample X176,194504
H,9,Sample X177,197183
H,10,Sample X178,225780
H,11,Sample X179,191651
H,12,Sample X180,194502
H,13,Sample X181,185558
H,14,Sample X182,231976
H,15,Sample X183,195811
H,16,Sample X184,197759
H,17,Sample X185,195338
H,18,Sample X186,196738
H,19,Sample X187,195606
H,20,Sample X188,200596
H,21,Sample X189,201091
H,22,Sample X190,205728
H,23,Sample X191,27799
H,24,Sample X192,27590
I,1,Sample X193,189306
I,2,Sample X194,209207
I,3,Sample X195,213982
I,4,Sample X196,165985
I,5,Sample X197,204801
I,6,Sample X198,198076
I,7,Sample X199,206173
I,8,Sample X200,194154
I,9,Sample X201,82053
I,10,Sample X202,194693
I,11,Sample X203,188474
I,12,Sample X204,193438
I,13,Sample X205,190814
I,14,Sample X206,196260
I,15,Sample X207,199129
I,16,Sample X208,194174
I,17,Sample X209,28674
I,18,Sample X210,193913
I,19,Sample X211,195881
I,20,Sample X212,198787
I,21,Sample X213,221263
I,22,Sample X214,223160
I,23,Sample X215,27572
I,24,Sample X216,27351
J,1,Sample X217,198143
J,2,Sample X218,207086
J,3,Sample X219,212031
J,4,Sample X220,209286
J,5,Sample X221,201512
J,6,Sample X222,200769
J,7,Sample X223,195827
J,8,Sample X224,197429
J,9,Sample X225,197806
J,10,Sample X226,201294
J,11,Sample X227,194166
J,12,Sample X228,196126
J,13,Sample X229,194640
J,14,Sample X230,192273
J,15,Sample X231,197408
J,16,Sample X232,196678
J,17,Sample X233,191264
J,18,Sample X234,206472
J,19,Sample X235,196248
J,20,Sample X236,201984
J,21,Sample X237,224401
J,22,Sample X238,258548
J,23,Sample X239,27619
J,24,Sample X240,27032
K,1,Sample X241,29408
K,2,Sample X242,29479
K,3,Sample X243,217920
K,4,Sample X244,116655
K,5,Sample X245,226824
K,6,Sample X246,198971
K,7,Sample X247,205531
K,8,Sample X248,202760
K,9,Sample X249,204467
K,10,Sample X250,204356
K,11,Sample X251,194901
K,12,Sample X252,193060
K,13,Sample X253,203581
K,14,Sample X254,194215
K,15,Sample X255,208946
K,16,Sample X256,203820
K,17,Sample X257,29618
K,18,Sample X258,208790
K,19,Sample X259,204196
K,20,Sample X260,201710
K,21,Sample X261,29076
K,22,Sample X262,204686
K,23,Sample X263,27150
K,24,Sample X264,27165
L,1,Sample X265,225526
L,2,Sample X266,206733
L,3,Sample X267,219783
L,4,Sample X268,218485
L,5,Sample X269,202814
L,6,Sample X270,204738
L,7,Sample X271,205758
L,8,Sample X272,208114
L,9,Sample X273,207376
L,10,Sample X274,209481
L,11,Sample X275,197420
L,12,Sample X276,199517
L,13,Sample X277,191953
L,14,Sample X278,196489
L,15,Sample X279,209688
L,16,Sample X280,211890
L,17,Sample X281,34114
L,18,Sample X282,69681
L,19,Sample X283,203734
L,20,Sample X284,207332
L,21,Sample X285,207288
L,22,Sample X286,209447
L,23,Sample X287,27980
L,24,Sample X288,27881
M,1,Sample X289,202477
M,2,Sample X290,206248
M,3,Sample X291,214166
M,4,Sample X292,211789
M,5,Sample X293,211971
M,6,Sample X294,190313
M,7,Sample X295,199363
M,8,Sample X296,186506
M,9,Sample X297,204710
M,10,Sample X298,30785
M,11,Sample X299,33486
M,12,Sample X300,113768
M,13,Sample X301,219979
M,14,Sample X302,214678
M,15,Sample X303,202643
M,16,Sample X304,211066
M,17,Sample X305,28156
M,18,Sample X306,30786
M,19,Sample X307,205531
M,20,Sample X308,206519
M,21,Sample X309,209703
M,22,Sample X310,207742
M,23,Sample X311,31649
M,24,Sample X312,28790
N,1,Sample X313,203692
N,2,Sample X314,208475
N,3,Sample X315,210014
N,4,Sample X316,210711
N,5,Sample X317,205782
N,6,Sample X318,206670
N,7,Sample X319,28402
N,8,Sample X320,28163
N,9,Sample X321,28633
N,10,Sample X322,209044
N,11,Sample X323,212530
N,12,Sample X324,219878
N,13,Sample X325,222945
N,14,Sample X326,222564
N,15,Sample X327,28543
N,16,Sample X328,207107
N,17,Sample X329,205427
N,18,Sample X330,209034
N,19,Sample X331,28073
N,20,Sample X332,211408
N,21,Sample X333,210871
N,22,Sample X334,214138
N,23,Sample X335,207264
N,24,Sample X336,205564
O,1,Sample X337,208444
O,2,Sample X338,205784
O,3,Sample X339,29102
O,4,Sample X340,194511
O,5,Sample X341,206975
O,6,Sample X342,206036
O,7,Sample X343,30884
O,8,Sample X344,31322
O,9,Sample X345,51701
O,10,Sample X346,211848
O,11,Sample X347,204983
O,12,Sample X348,209851
O,13,Sample X349,220440
O,14,Sample X350,223771
O,15,Sample X351,216052
O,16,Sample X352,213057
O,17,Sample X353,210731
O,18,Sample X354,208543
O,19,Sample X355,216176
O,20,Sample X356,213636
O,21,Sample X357,220646
O,22,Sample X358,213852
O,23,Sample X359,215546
O,24,Sample X360,208654
P,1,Sample X361,26548
P,2,Sample X362,27433
P,3,Sample X363,198881
P,4,Sample X364,203162
P,5,Sample X365,28693
P,6,Sample X366,206149
P,7,Sample X367,28785
P,8,Sample X368,197684
P,9,Sample X369,204938
P,10,Sample X370,210182
P,11,Sample X371,209505
P,12,Sample X372,213667
P,13,Sample X373,210567
P,14,Sample X374,212408
P,15,Sample X375,202762
P,16,Sample X376,209242
P,17,Sample X377,201953
P,18,Sample X378,210221
P,19,Sample X379,210823
P,20,Sample X380,212171
P,21,Sample X381,209132
P,22,Sample X382,210862
P,23,Sample X383,206640
P,24,Sample X384,209312
