User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12211,
K,20,Sample X260,190040
K,21,Sample X261,193266
K,22,Sample X262,192414
K,23,Sample X263,25559
K,24,Sample X264,25824
L,1,Sample X265,197571
L,2,Sample X266,200495
L,3,Sample X267,206376
L,4,Sample X268,205164
L,5,Sample X269,198794
L,6,Sample X270,197146
L,7,Sample X271,196850
L,8,Sample X272,185316
L,9,Sample X273,195981
L,10,Sample X274,194453
L,11,Sample X275,193324
L,12,Sample X276,192200
L,13,Sample X277,191152
L,14,Sample X278,189188
L,15,Sample X279,196291
L,16,Sample X280,197399
L,17,Sample X281,179780
L,18,Sample X282,194968
L,19,Sample X283,191268
L,20,Sample X284,192863
L,21,Sample X285,193474
L,22,Sample X286,194201
L,23,Sample X287,26167
L,24,Sample X288,26010
M,1,Sample X289,194605
M,2,Sample X290,199176
M,3,Sample X291,201310
M,4,Sample X292,199347
M,5,Sample X293,197886
M,6,Sample X294,196080
M,7,Sample X295,192835
M,8,Sample X296,189072
M,9,Sample X297,194510
M,10,Sample X298,194714
M,11,Sample X299,197122
M,12,Sample X300,198487
M,13,Sample X301,199509
M,14,Sample X302,199308
M,15,Sample X303,190861
M,16,Sample X304,191718
M,17,Sample X305,189387
M,18,Sample X306,193218
M,19,Sample X307,192188
M,20,Sample X308,193127
M,21,Sample X309,192621
M,22,Sample X310,193408
M,23,Sample X311,26886
M,24,Sample X312,26900
N,1,Sample X313,195031
N,2,Sample X314,199173
N,3,Sample X315,199264
N,4,Sample X316,201392
N,5,Sample X317,196860
N,6,Sample X318,196752
N,7,Sample X319,194672
N,8,Sample X320,191812
N,9,Sample X321,196623
N,10,Sample X322,197513
N,11,Sample X323,199554
N,12,Sample X324,202290
N,13,Sample X325,204233
N,14,Sample X326,218146
N,15,Sample X327,195520
N,16,Sample X328,196302
N,17,Sample X329,192584
N,18,Sample X330,196897
N,19,Sample X331,196520
N,20,Sample X332,195242
N,21,Sample X333,196769
N,22,Sample X334,196918
N,23,Sample X335,177839
N,24,Sample X336,190267
O,1,Sample X337,195532
O,2,Sample X338,199643
O,3,Sample X339,197165
O,4,Sample X340,197341
O,5,Sample X341,195510
O,6,Sample X342,195767
O,7,Sample X343,193224
O,8,Sample X344,193796
O,9,Sample X345,195972
O,10,Sample X346,197026
O,11,Sample X347,196101
O,12,Sample X348,199300
O,13,Sample X349,198118
O,14,Sample X350,200672
O,15,Sample X351,197678
O,16,Sample X352,198173
O,17,Sample X353,194934
O,18,Sample X354,195206
O,19,Sample X355,199686
O,20,Sample X356,199798
O,21,Sample X357,197572
O,22,Sample X358,198029
O,23,Sample X359,195585
O,24,Sample X360,190153
P,1,Sample X361,189400
P,2,Sample X362,196319
P,3,Sample X363,194004
P,4,Sample X364,193723
P,5,Sample X365,194714
P,6,Sample X366,195126
P,7,Sample X367,193539
P,8,Sample X368,193677
P,9,Sample X369,191899
P,10,Sample X370,192359
P,11,Sample X371,193828
P,12,Sample X372,210728
P,13,Sample X373,195066
P,14,Sample X374,195125
P,15,Sample X375,192814
P,16,Sample X376,194385
P,17,Sample X377,191246
P,18,Sample X378,193815
P,19,Sample X379,195316
P,20,Sample X380,194321
P,21,Sample X381,193142
P,22,Sample X382,192598
P,23,Sample X383,191024
P,24,Sample X384,191112
