User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12207,
H,14,Sample X182,195228
H,15,Sample X183,194305
H,16,Sample X184,198272
H,17,Sample X185,194610
H,18,Sample X186,197622
H,19,Sample X187,196719
H,20,Sample X188,198149
H,21,Sample X189,199468
H,22,Sample X190,201880
H,23,Sample X191,27628
H,24,Sample X192,27450
I,1,Sample X193,204556
I,2,Sample X194,203734
I,3,Sample X195,206798
I,4,Sample X196,203960
I,5,Sample X197,199100
I,6,Sample X198,197814
I,7,Sample X199,194323
I,8,Sample X200,196382
I,9,Sample X201,197566
I,10,Sample X202,199018
I,11,Sample X203,193048
I,12,Sample X204,195596
I,13,Sample X205,188044
I,14,Sample X206,188783
I,15,Sample X207,28807
I,16,Sample X208,194680
I,17,Sample X209,191262
I,18,Sample X210,194488
I,19,Sample X211,194082
I,20,Sample X212,196088
I,21,Sample X213,209039
I,22,Sample X214,212287
I,23,Sample X215,27494
I,24,Sample X216,27500
J,1,Sample X217,205340
J,2,Sample X218,207135
J,3,Sample X219,207569
J,4,Sample X220,205964
J,5,Sample X221,200513
J,6,Sample X222,199468
J,7,Sample X223,197867
J,8,Sample X224,197980
J,9,Sample X225,200183
J,10,Sample X226,195062
J,11,Sample X227,193665
J,12,Sample X228,195382
J,13,Sample X229,185924
J,14,Sample X230,201250
J,15,Sample X231,29640
J,16,Sample X232,195540
J,17,Sample X233,135167
J,18,Sample X234,198080
J,19,Sample X235,198518
J,20,Sample X236,196498
J,21,Sample X237,214582
J,22,Sample X238,223202
J,23,Sample X239,27406
J,24,Sample X240,27514
K,1,Sample X241,199567
K,2,Sample X242,202874
K,3,Sample X243,207184
K,4,Sample X244,205356
K,5,Sample X245,199145
K,6,Sample X246,200164
K,7,Sample X247,198569
K,8,Sample X248,199331
K,9,Sample X249,200498
K,10,Sample X250,88627
K,11,Sample X251,54326
K,12,Sample X252,195217
K,13,Sample X253,192977
K,14,Sample X254,193053
K,15,Sample X255,199903
K,16,Sample X256,200812
K,17,Sample X257,200518
K,18,Sample X258,202209
K,19,Sample X259,197128
K,20,Sample X260,198352
K,21,Sample X261,199139
K,22,Sample X262,201300
K,23,Sample X263,27234
K,24,Sample X264,27609
L,1,Sample X265,203226
L,2,Sample X266,204693
L,3,Sample X267,211176
L,4,Sample X268,211546
L,5,Sample X269,203020
L,6,Sample X270,202594
L,7,Sample X271,199224
L,8,Sample X272,200749
L,9,Sample X273,202590
L,10,Sample X274,203378
L,11,Sample X275,198734
L,12,Sample X276,198457
L,13,Sample X277,197438
L,14,Sample X278,198543
L,15,Sample X279,204674
L,16,Sample X280,205806
L,17,Sample X281,204738
L,18,Sample X282,206797
L,19,Sample X283,202966
L,20,Sample X284,203987
L,21,Sample X285,205492
L,22,Sample X286,205240
L,23,Sample X287,28790
L,24,Sample X288,28295
M,1,Sample X289,188250
M,2,Sample X290,198295
M,3,Sample X291,203786
M,4,Sample X292,203442
M,5,Sample X293,202100
M,6,Sample X294,201961
M,7,Sample X295,196626
M,8,Sample X296,196024
M,9,Sample X297,198884
M,10,Sample X298,200652
M,11,Sample X299,204135
M,12,Sample X300,205770
M,13,Sample X301,209326
M,14,Sample X302,208440
M,15,Sample X303,200308
M,16,Sample X304,201635
M,17,Sample X305,199435
M,18,Sample X306,203681
M,19,Sample X307,207046
M,20,Sample X308,206780
M,21,Sample X309,205258
M,22,Sample X310,206869
M,23,Sample X311,30388
M,24,Sample X312,29131
N,1,Sample X313,195165
N,2,Sample X314,204890
N,3,Sample X315,204568
N,4,Sample X316,206620
N,5,Sample X317,204341
N,6,Sample X318,205576
N,7,Sample X319,200233
N,8,Sample X320,202397
N,9,Sample X321,203956
N,10,Sample X322,205778
N,11,Sample X323,209083
N,12,Sample X324,211204
N,13,Sample X325,212886
N,14,Sample X326,214685
N,15,Sample X327,206082
N,16,Sample X328,207237
N,17,Sample X329,204547
N,18,Sample X330,208487
N,19,Sample X331,212558
N,20,Sample X332,211663
N,21,Sample X333,211754
N,22,Sample X334,212123
N,23,Sample X335,209078
N,24,Sample X336,201076
O,1,Sample X337,194004
O,2,Sample X338,205833
O,3,Sample X339,207289
O,4,Sample X340,204823
O,5,Sample X341,202805
O,6,Sample X342,203727
O,7,Sample X343,204108
O,8,Sample X344,27134
O,9,Sample X345,194400
O,10,Sample X346,204902
O,11,Sample X347,208395
O,12,Sample X348,208918
O,13,Sample X349,210763
O,14,Sample X350,210592
O,15,Sample X351,209695
O,16,Sample X352,211312
O,17,Sample X353,207536
O,18,Sample X354,210353
O,19,Sample X355,214176
O,20,Sample X356,212796
O,21,Sample X357,213771
O,22,Sample X358,214099
O,23,Sample X359,208632
O,24,Sample X360,206942
P,1,Sample X361,204016
P,2,Sample X362,206412
P,3,Sample X363,202026
P,4,Sample X364,204308
P,5,Sample X365,201995
P,6,Sample X366,202363
P,7,Sample X367,138692
P,8,Sample X368,88772
P,9,Sample X369,202255
P,10,Sample X370,208624
P,11,Sample X371,209675
P,12,Sample X372,211357
P,13,Sample X373,209228
P,14,Sample X374,27469
P,15,Sample X375,209731
P,16,Sample X376,211012
P,17,Sample X377,209913
P,18,Sample X378,210264
P,19,Sample X379,213402
P,20,Sample X380,211267
P,21,Sample X381,211361
P,22,Sample X382,213194
P,23,Sample X383,207532
P,24,Sample X384,207502
