User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12204,
E,13,Sample X109,203235
E,14,Sample X110,76170
E,15,Sample X111,200992
E,16,Sample X112,201072
E,17,Sample X113,203917
E,18,Sample X114,201718
E,19,Sample X115,119872
E,20,Sample X116,186808
E,21,Sample X117,204671
E,22,Sample X118,205574
E,23,Sample X119,76503
E,24,Sample X120,41414
F,1,Sample X121,29401
F,2,Sample X122,215463
F,3,Sample X123,206878
F,4,Sample X124,206057
F,5,Sample X125,30258
F,6,Sample X126,27733
F,7,Sample X127,203381
F,8,Sample X128,199000
F,9,Sample X129,223685
F,10,Sample X130,197605
F,11,Sample X131,187388
F,12,Sample X132,183540
F,13,Sample X133,196698
F,14,Sample X134,234326
F,15,Sample X135,196276
F,16,Sample X136,194322
F,17,Sample X137,195598
F,18,Sample X138,193848
F,19,Sample X139,197450
F,20,Sample X140,200407
F,21,Sample X141,28189
F,22,Sample X142,69829
F,23,Sample X143,44028
F,24,Sample X144,39408
G,1,Sample X145,207878
G,2,Sample X146,213841
G,3,Sample X147,211087
G,4,Sample X148,133652
G,5,Sample X149,30409
G,6,Sample X150,133856
G,7,Sample X151,199211
G,8,Sample X152,198932
G,9,Sample X153,33738
G,10,Sample X154,35712
G,11,Sample X155,190749
G,12,Sample X156,119617
G,13,Sample X157,190229
G,14,Sample X158,191443
G,15,Sample X159,139125
G,16,Sample X160,73916
G,17,Sample X161,193825
G,18,Sample X162,195009
G,19,Sample X163,171716
G,20,Sample X164,198443
G,21,Sample X165,28375
G,22,Sample X166,200866
G,23,Sample X167,27656
G,24,Sample X168,27501
H,1,Sample X169,205618
H,2,Sample X170,208960
H,3,Sample X171,206412
H,4,Sample X172,207300
H,5,Sample X173,202757
H,6,Sample X174,141555
H,7,Sample X175,196956
H,8,Sample X176,194609
H,9,Sample X177,180208
H,10,Sample X178,182604
H,11,Sample X179,190322
H,12,Sample X180,190846
H,13,Sample X181,191709
H,14,Sample X182,192352
H,15,Sample X183,190732
H,16,Sample X184,161550
H,17,Sample X185,194748
H,18,Sample X186,193456
H,19,Sample X187,196779
H,20,Sample X188,196625
H,21,Sample X189,200856
H,22,Sample X190,202688
H,23,Sample X191,27432
H,24,Sample X192,27057
I,1,Sample X193,205720
I,2,Sample X194,205417
I,3,Sample X195,210538
I,4,Sample X196,169270
I,5,Sample X197,202184
I,6,Sample X198,200938
I,7,Sample X199,198585
I,8,Sample X200,194598
I,9,Sample X201,100521
I,10,Sample X202,191745
I,11,Sample X203,189082
I,12,Sample X204,192003
I,13,Sample X205,193110
I,14,Sample X206,186674
I,15,Sample X207,190672
I,16,Sample X208,190718
I,17,Sample X209,28291
I,18,Sample X210,190985
I,19,Sample X211,188431
I,20,Sample X212,199385
I,21,Sample X213,174928
I,22,Sample X214,198922
I,23,Sample X215,27206
I,24,Sample X216,26981
J,1,Sample X217,202651
J,2,Sample X218,204662
J,3,Sample X219,205543
J,4,Sample X220,223768
J,5,Sample X221,202144
J,6,Sample X222,199815
J,7,Sample X223,197258
J,8,Sample X224,196766
J,9,Sample X225,191618
J,10,Sample X226,224070
J,11,Sample X227,193272
J,12,Sample X228,193043
J,13,Sample X229,180260
J,14,Sample X230,191730
J,15,Sample X231,195418
J,16,Sample X232,191697
J,17,Sample X233,191394
J,18,Sample X234,207920
J,19,Sample X235,197472
J,20,Sample X236,200516
J,21,Sample X237,208818
J,22,Sample X238,210019
J,23,Sample X239,27100
J,24,Sample X240,26294
K,1,Sample X241,33696
K,2,Sample X242,29966
K,3,Sample X243,206055
K,4,Sample X244,109417
K,5,Sample X245,210116
K,6,Sample X246,200868
K,7,Sample X247,202046
K,8,Sample X248,197626
K,9,Sample X249,199243
K,10,Sample X250,195600
K,11,Sample X251,192502
K,12,Sample X252,194577
K,13,Sample X253,194562
K,14,Sample X254,195059
K,15,Sample X255,192726
K,16,Sample X256,179590
K,17,Sample X257,179716
K,18,Sample X258,174090
K,19,Sample X259,202462
K,20,Sample X260,202744
K,21,Sample X261,29107
K,22,Sample X262,205941
K,23,Sample X263,26879
K,24,Sample X264,26833
L,1,Sample X265,229699
L,2,Sample X266,206992
L,3,Sample X267,209114
L,4,Sample X268,196308
L,5,Sample X269,200176
L,6,Sample X270,196976
L,7,Sample X271,182203
L,8,Sample X272,194336
L,9,Sample X273,228692
L,10,Sample X274,212486
L,11,Sample X275,198102
L,12,Sample X276,198915
L,13,Sample X277,188922
L,14,Sample X278,195741
L,15,Sample X279,200289
L,16,Sample X280,214808
L,17,Sample X281,30695
L,18,Sample X282,50530
L,19,Sample X283,203817
L,20,Sample X284,203748
L,21,Sample X285,208944
L,22,Sample X286,205355
L,23,Sample X287,28571
L,24,Sample X288,27251
M,1,Sample X289,203928
M,2,Sample X290,206406
M,3,Sample X291,205234
M,4,Sample X292,205838
M,5,Sample X293,208458
M,6,Sample X294,192174
M,7,Sample X295,194378
M,8,Sample X296,158342
M,9,Sample X297,205347
M,10,Sample X298,30181
M,11,Sample X299,32969
M,12,Sample X300,185883
M,13,Sample X301,206189
M,14,Sample X302,185522
M,15,Sample X303,203502
M,16,Sample X304,205303
M,17,Sample X305,28059
M,18,Sample X306,30033
M,19,Sample X307,207186
M,20,Sample X308,207452
M,21,Sample X309,211487
M,22,Sample X310,212344
M,23,Sample X311,43163
M,24,Sample X312,28691
N,1,Sample X313,207290
N,2,Sample X314,207910
N,3,Sample X315,204378
N,4,Sample X316,204854
N,5,Sample X317,205403
N,6,Sample X318,204382
N,7,Sample X319,28226
N,8,Sample X320,27843
N,9,Sample X321,28643
N,10,Sample X322,208176
N,11,Sample X323,220636
N,12,Sample X324,215844
N,13,Sample X325,214527
N,14,Sample X326,202136
N,15,Sample X327,28221
N,16,Sample X328,206423
N,17,Sample X329,206814
N,18,Sample X330,209767
N,19,Sample X331,27808
N,20,Sample X332,212208
N,21,Sample X333,213015
N,22,Sample X334,215045
N,23,Sample X335,213092
N,24,Sample X336,207369
O,1,Sample X337,208832
O,2,Sample X338,207544
O,3,Sample X339,28032
O,4,Sample X340,209567
O,5,Sample X341,203931
O,6,Sample X342,206332
O,7,Sample X343,30100
O,8,Sample X344,30657
O,9,Sample X345,188669
O,10,Sample X346,212851
O,11,Sample X347,204775
O,12,Sample X348,212748
O,13,Sample X349,214211
O,14,Sample X350,224900
O,15,Sample X351,214768
O,16,Sample X352,214616
O,17,Sample X353,209966
O,18,Sample X354,213431
O,19,Sample X355,216759
O,20,Sample X356,217014
O,21,Sample X357,217121
O,22,Sample X358,217997
O,23,Sample X359,213143
O,24,Sample X360,211499
P,1,Sample X361,26671
P,2,Sample X362,27320
P,3,Sample X363,205524
P,4,Sample X364,206284
P,5,Sample X365,28269
P,6,Sample X366,208746
P,7,Sample X367,28119
P,8,Sample X368,199176
P,9,Sample X369,208238
P,10,Sample X370,211244
P,11,Sample X371,211354
P,12,Sample X372,212491
P,13,Sample X373,214376
P,14,Sample X374,212176
P,15,Sample X375,205442
P,16,Sample X376,209483
P,17,Sample X377,205170
P,18,Sample X378,209778
P,19,Sample X379,211723
P,20,Sample X380,211803
P,21,Sample X381,212104
P,22,Sample X382,210217
P,23,Sample X383,209182
P,24,Sample X384,207538
