User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12216,
O,17,Sample X353,198013
O,18,Sample X354,199275
O,19,Sample X355,201072
O,20,Sample X356,203238
O,21,Sample X357,205125
O,22,Sample X358,202846
O,23,Sample X359,196580
O,24,Sample X360,199164
P,1,Sample X361,209714
P,2,Sample X362,200870
P,3,Sample X363,203943
P,4,Sample X364,201662
P,5,Sample X365,198257
P,6,Sample X366,197043
P,7,Sample X367,196850
P,8,Sample X368,193656
P,9,Sample X369,198992
P,10,Sample X370,197922
P,11,Sample X371,193805
P,12,Sample X372,198323
P,13,Sample X373,201142
P,14,Sample X374,195536
P,15,Sample X375,200958
P,16,Sample X376,194248
P,17,Sample X377,190384
P,18,Sample X378,193072
P,19,Sample X379,197484
P,20,Sample X380,197566
P,21,Sample X381,196873
P,22,Sample X382,194099
P,23,Sample X383,197818
P,24,Sample X384,191174
