User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 12206,
H,10,Sample X178,210968
H,11,Sample X179,192941
H,12,Sample X180,196139
H,13,Sample X181,190907
H,14,Sample X182,185573
H,15,Sample X183,192827
H,16,Sample X184,200330
H,17,Sample X185,197850
H,18,Sample X186,199869
H,19,Sample X187,197909
H,20,Sample X188,201925
H,21,Sample X189,202915
H,22,Sample X190,207940
H,23,Sample X191,27877
H,24,Sample X192,27872
I,1,Sample X193,211048
I,2,Sample X194,213296
I,3,Sample X195,217426
I,4,Sample X196,209500
I,5,Sample X197,206410
I,6,Sample X198,201143
I,7,Sample X199,199022
I,8,Sample X200,197297
I,9,Sample X201,203931
I,10,Sample X202,198240
I,11,Sample X203,199420
I,12,Sample X204,193584
I,13,Sample X205,191733
I,14,Sample X206,200000
I,15,Sample X207,29173
I,16,Sample X208,195276
I,17,Sample X209,200311
I,18,Sample X210,196133
I,19,Sample X211,202116
I,20,Sample X212,199949
I,21,Sample X213,216037
I,22,Sample X214,216288
I,23,Sample X215,27990
I,24,Sample X216,27577
J,1,Sample X217,208884
J,2,Sample X218,214904
J,3,Sample X219,213652
J,4,Sample X220,210827
J,5,Sample X221,202653
J,6,Sample X222,202616
J,7,Sample X223,200024
J,8,Sample X224,199965
J,9,Sample X225,199218
J,10,Sample X226,195991
J,11,Sample X227,194526
J,12,Sample X228,197870
J,13,Sample X229,197158
J,14,Sample X230,193825
J,15,Sample X231,29567
J,16,Sample X232,197601
J,17,Sample X233,134668
J,18,Sample X234,199636
J,19,Sample X235,199845
J,20,Sample X236,200603
J,21,Sample X237,217720
J,22,Sample X238,228386
J,23,Sample X239,27826
J,24,Sample X240,27702
K,1,Sample X241,206006
K,2,Sample X242,209998
K,3,Sample X243,219204
K,4,Sample X244,210168
K,5,Sample X245,211338
K,6,Sample X246,202872
K,7,Sample X247,206787
K,8,Sample X248,201643
K,9,Sample X249,204701
K,10,Sample X250,89039
K,11,Sample X251,76128
K,12,Sample X252,196556
K,13,Sample X253,201633
K,14,Sample X254,195964
K,15,Sample X255,205794
K,16,Sample X256,202418
K,17,Sample X257,209506
K,18,Sample X258,206730
K,19,Sample X259,208327
K,20,Sample X260,203780
K,21,Sample X261,208531
K,22,Sample X262,203543
K,23,Sample X263,27398
K,24,Sample X264,27208
L,1,Sample X265,206944
L,2,Sample X266,210695
L,3,Sample X267,216820
L,4,Sample X268,215466
L,5,Sample X269,206799
L,6,Sample X270,206401
L,7,Sample X271,202686
L,8,Sample X272,205438
L,9,Sample X273,205705
L,10,Sample X274,207026
L,11,Sample X275,201989
L,12,Sample X276,202904
L,13,Sample X277,202246
L,14,Sample X278,203322
L,15,Sample X279,207652
L,16,Sample X280,210793
L,17,Sample X281,210128
L,18,Sample X282,212965
L,19,Sample X283,206990
L,20,Sample X284,208056
L,21,Sample X285,207624
L,22,Sample X286,208543
L,23,Sample X287,28684
L,24,Sample X288,28117
M,1,Sample X289,193642
M,2,Sample X290,201742
M,3,Sample X291,223195
M,4,Sample X292,214119
M,5,Sample X293,212611
M,6,Sample X294,206518
M,7,Sample X295,205250
M,8,Sample X296,200526
M,9,Sample X297,211452
M,10,Sample X298,205661
M,11,Sample X299,210966
M,12,Sample X300,211083
M,13,Sample X301,218048
M,14,Sample X302,214572
M,15,Sample X303,209054
M,16,Sample X304,206668
M,17,Sample X305,209450
M,18,Sample X306,209220
M,19,Sample X307,216721
M,20,Sample X308,209743
M,21,Sample X309,213343
M,22,Sample X310,210601
M,23,Sample X311,29616
M,24,Sample X312,28852
N,1,Sample X313,197633
N,2,Sample X314,209641
N,3,Sample X315,213832
N,4,Sample X316,213098
N,5,Sample X317,207070
N,6,Sample X318,209861
N,7,Sample X319,204754
N,8,Sample X320,206424
N,9,Sample X321,209664
N,10,Sample X322,212942
N,11,Sample X323,214473
N,12,Sample X324,217994
N,13,Sample X325,217669
N,14,Sample X326,220321
N,15,Sample X327,209800
N,16,Sample X328,212235
N,17,Sample X329,210420
N,18,Sample X330,213742
N,19,Sample X331,214678
N,20,Sample X332,214609
N,21,Sample X333,213797
N,22,Sample X334,216007
N,23,Sample X335,209366
N,24,Sample X336,203909
O,1,Sample X337,200511
O,2,Sample X338,211534
O,3,Sample X339,212959
O,4,Sample X340,208850
O,5,Sample X341,210616
O,6,Sample X342,209340
O,7,Sample X343,214596
O,8,Sample X344,27538
O,9,Sample X345,202672
O,10,Sample X346,210702
O,11,Sample X347,218648
O,12,Sample X348,214704
O,13,Sample X349,222664
O,14,Sample X350,215762
O,15,Sample X351,220674
O,16,Sample X352,214769
O,17,Sample X353,222503
O,18,Sample X354,215954
O,19,Sample X355,224716
O,20,Sample X356,217186
O,21,Sample X357,220305
O,22,Sample X358,216840
O,23,Sample X359,213294
O,24,Sample X360,207201
P,1,Sample X361,209642
P,2,Sample X362,209912
P,3,Sample X363,207265
P,4,Sample X364,208925
P,5,Sample X365,205671
P,6,Sample X366,209908
P,7,Sample X367,164296
P,8,Sample X368,102437
P,9,Sample X369,211033
P,10,Sample X370,214089
P,11,Sample X371,211894
P,12,Sample X372,214008
P,13,Sample X373,212866
P,14,Sample X374,27871
P,15,Sample X375,210571
P,16,Sample X376,214012
P,17,Sample X377,211090
P,18,Sample X378,212726
P,19,Sample X379,214378
P,20,Sample X380,215508
P,21,Sample X381,213470
P,22,Sample X382,214412
P,23,Sample X383,209952
P,24,Sample X384,209634
